video_id,content_type,target_query,transcript_kind,clip_index,t_start,t_end,duration_sec,label,boundary_quality,whisper_first_word,whisper_last_word,start_precision_ms,end_precision_ms,starts_mid_word,ends_mid_sentence,starts_on_filler,is_usable,error,opens_on_topic,topic_concentration,has_definition,structural_label,discourse_marker_density,usable_clip
WUvTyaaNkzM,lecture,essence of calculus,asr_local,1,23.67,56.87,33.199999999999996,Might Lead Maybe,whisper-word,The,yourself.,539.9999999999991,179.9999999999926,False,False,False,False,,False,1.0,False,substantive,2.479338842975207,True
WUvTyaaNkzM,lecture,essence of calculus,asr_local,2,23.67,65.83,42.16,,whisper-word,The,approach.,539.9999999999991,40.00000000000625,False,False,False,False,,False,1.0,True,substantive,3.3333333333333335,True
WUvTyaaNkzM,lecture,essence of calculus,asr_local,3,920.13,949.66,29.529999999999973,Input Function Nudge,whisper-word,And,calculus.,139.99999999998636,39.99999999996362,False,False,False,True,,False,1.0,False,substantive,0.0,True
WUvTyaaNkzM,lecture,essence of calculus,asr_local,4,920.13,970.14,50.00999999999999,,whisper-word,And,explorations.,139.99999999998636,139.99999999998636,False,False,False,True,,False,1.0,False,substantive,0.0,True
aircAruvnKk,lecture,neural network,asr_local,1,66.681,105.841,39.16,Neural Network,whisper-word,Unless,digits.,159.9999999999966,59.99999999998806,False,False,False,True,,True,1.0,True,substantive,1.3245033112582782,True
aircAruvnKk,lecture,neural network,asr_local,2,66.681,100.161,33.480000000000004,,whisper-word,Unless,learning.,159.9999999999966,40.00000000000625,False,False,False,True,,True,1.0,True,substantive,1.4705882352941175,True
aircAruvnKk,lecture,neural network,asr_local,3,761.97,794.01,32.039999999999964,Matrix Vector Function,whisper-word,One,improve.,179.99999999994998,79.99999999992724,False,False,False,True,,False,1.0,True,substantive,5.64516129032258,True
aircAruvnKk,lecture,neural network,asr_local,4,974.996,1007.696,32.700000000000045,Take Challenge Relu,whisper-word,How,you.,19.99999999998181,60.00000000005912,False,False,False,True,,True,1.0,False,substantive,3.10077519379845,True
IHZwWFHWa-w,lecture,gradient descent,asr_local,1,446.09,473.37,27.28000000000003,Most Quickly Direction Vector,whisper-word,Those,is.,300.00000000001137,0.0,False,False,False,True,,False,1.0,False,substantive,0.0,True
IHZwWFHWa-w,lecture,gradient descent,asr_local,2,644.52,692.21,47.690000000000055,,whisper-word,Each,buck?,100.00000000002274,60.00000000005912,False,False,False,True,,False,1.0,True,substantive,1.4184397163120568,True
IHZwWFHWa-w,lecture,gradient descent,asr_local,3,739.87,793.02,53.14999999999998,,whisper-word,let's,before?,159.99999999996817,0.0,False,False,False,True,,False,1.0,True,substantive,0.0,True
IHZwWFHWa-w,lecture,gradient descent,asr_local,4,750.48,792.98,42.5,All These Changes Matter,whisper-word,The,before?,120.00000000000455,90.00000000003183,False,False,False,True,,False,1.0,True,substantive,0.0,True
d4EgbgTm0Bg,lecture,quaternions,asr_local,1,169.003,205.343,36.34,Times Equals,whisper-word,The,elsewhere.,139.99999999998636,60.000000000002274,False,False,False,True,,True,1.0,True,substantive,1.680672268907563,True
d4EgbgTm0Bg,lecture,quaternions,asr_local,2,169.01,214.51,45.5,,whisper-word,The,multiplication.,120.00000000000455,60.000000000002274,False,False,False,True,,True,1.0,True,substantive,1.9867549668874174,True
d4EgbgTm0Bg,lecture,quaternions,asr_local,3,169.063,192.083,23.02000000000001,Quantum Mechanics Discovery,whisper-word,The,glory.,199.99999999998863,60.000000000002274,False,False,False,True,,True,1.0,True,substantive,1.3888888888888888,True
d4EgbgTm0Bg,lecture,quaternions,asr_local,4,1266.95,1312.6,45.649999999999864,Negative Negative,whisper-word,which,sphere.,99.99999999990905,29.999999999972715,True,False,False,False,,False,1.0,True,substantive,0.5988023952095809,False
d4EgbgTm0Bg,lecture,quaternions,asr_local,5,1277.71,1312.6,34.88999999999987,,whisper-word,onto,sphere.,140.00000000010004,59.99999999994543,True,False,False,False,,True,1.0,True,substantive,0.8547008547008548,False
b7FxPsqfkOY,lecture,complex numbers,asr_local,1,1205.04,1227.92,22.88000000000011,Winding Numbers,whisper-word,once,plane.,150.00000000009095,10.000000000218279,False,False,False,True,,False,1.0,False,substantive,1.4705882352941175,True
b7FxPsqfkOY,lecture,complex numbers,asr_local,2,1205.04,1234.38,29.340000000000146,,whisper-word,once,five.,150.00000000009095,70.00000000016371,False,False,False,True,,False,1.0,False,substantive,1.1363636363636365,True
b7FxPsqfkOY,lecture,complex numbers,asr_local,3,1285.231,1326.721,41.49000000000001,,whisper-word,By,zero.,359.99999999989996,19.99999999998181,False,False,False,True,,True,1.0,False,substantive,0.0,True
b7FxPsqfkOY,lecture,complex numbers,asr_local,4,1290.42,1326.74,36.319999999999936,Winding Number Term,whisper-word,be,zero.,39.99999999996362,39.99999999996362,False,False,False,True,,False,1.0,False,substantive,0.0,True
b7FxPsqfkOY,lecture,complex numbers,asr_local,5,1290.42,1331.78,41.3599999999999,,whisper-word,be,algebra.,39.99999999996362,59.99999999994543,False,False,False,True,,False,1.0,False,substantive,0.0,True
UF8uR6Z6KLc,speech,stay hungry stay foolish,asr_local,1,837.29,871.99,34.700000000000045,,whisper-word,On,much.,139.99999999998636,40.00000000007731,False,False,False,True,,False,1.0,False,substantive,0.0,True
UF8uR6Z6KLc,speech,stay hungry stay foolish,asr_local,2,847.87,899.41,51.539999999999964,Stay Hungry,whisper-word,it,University.,539.9999999999636,129.99999999999545,True,False,False,False,,True,1.0,False,substantive,0.0,False
UF8uR6Z6KLc,speech,stay hungry stay foolish,asr_local,3,847.87,870.05,22.17999999999995,,whisper-word,Benethit,foolish.,0.0,19.99999999998181,False,False,False,True,,True,1.0,False,substantive,0.0,True
iG9CE55wbtY,speech,creativity in schools,asr_local,1,166.191,215.881,49.69,,whisper-word,Their,left.,400.0000000000057,39.99999999999204,False,False,False,True,,False,1.0,True,substantive,0.7692307692307693,True
iG9CE55wbtY,speech,creativity in schools,asr_local,2,171.499,211.349,39.849999999999994,Work Education,whisper-word,just,thank,39.99999999999204,90.00000000000341,False,True,False,False,,False,1.0,True,substantive,1.0204081632653061,False
iCvmsMzlF7o,speech,vulnerability shame,asr_local,1,308.56,353.02,44.45999999999998,When Ask Connection,whisper-word,What,it.,170.00000000001592,49.999999999954525,False,False,False,True,,False,1.0,False,substantive,0.0,True
iCvmsMzlF7o,speech,vulnerability shame,asr_local,2,308.56,356.52,47.95999999999998,,whisper-word,What,excited.,170.00000000001592,69.99999999999318,False,False,False,True,,False,1.0,False,substantive,0.0,True
iCvmsMzlF7o,speech,vulnerability shame,asr_local,3,582.9,614.25,31.350000000000023,Strong Sense,whisper-word,The,interviewing.,139.99999999998636,9.999999999990905,False,False,False,True,,False,1.0,False,substantive,0.0,True
iCvmsMzlF7o,speech,vulnerability shame,asr_local,4,853.45,873.79,20.339999999999918,Control Predict Said Therapist,whisper-word,I,Am,159.99999999996817,80.00000000004093,False,True,False,False,,False,1.0,False,substantive,4.10958904109589,False
iCvmsMzlF7o,speech,vulnerability shame,asr_local,5,866.05,894.71,28.660000000000082,Want Feel Numb Perfect,whisper-word,the,responses.,159.99999999996817,60.00000000005912,True,False,False,False,,False,1.0,False,substantive,0.0,False
iCvmsMzlF7o,speech,vulnerability shame,asr_local,6,866.05,898.63,32.58000000000004,,whisper-word,the,there?,159.99999999996817,60.00000000005912,True,False,False,False,,False,1.0,False,substantive,1.0204081632653061,False
8KkKuTCFvzI,speech,good life relationships,asr_local,1,304.933,328.773,23.840000000000032,,whisper-word,me?,rooms.,139.99999999998636,40.000000000020464,True,False,False,False,,True,1.0,False,substantive,0.0,False
8KkKuTCFvzI,speech,good life relationships,asr_local,2,304.933,352.393,47.45999999999998,These Teenagers Lonely,whisper-word,me?,learned?,139.99999999998636,19.99999999998181,True,False,False,False,,True,0.8403361344537815,False,substantive,0.8403361344537815,False
8KkKuTCFvzI,speech,good life relationships,asr_local,3,617.904,637.984,20.08000000000004,Count Other Relationships You're,whisper-word,we're,lifelong.,120.00000000000455,40.00000000007731,False,False,False,True,,True,1.0,False,substantive,0.0,True
